Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance,CallDuration,age_group,LastContactDayGroup,LastContactMonth_Number,NoOfContactsGroup,CallDurationGroup
1289,30,blue-collar,married,secondary,0,309,1,0,cellular,7,may,2,-1,0,1,1574,21-30 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1290,40,management,married,tertiary,0,-117,1,0,cellular,17,jul,2,-1,0,0,770,31-40 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
1291,36,technician,single,secondary,0,98,0,0,cellular,30,jan,1,-1,0,1,771,31-40 Years,End of Month,1,One times,Above Average CallDuration
1292,44,management,married,tertiary,0,677,1,0,cellular,12,jun,2,-1,0,0,130,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1293,37,admin.,married,secondary,0,11303,0,0,cellular,26,may,2,-1,0,0,500,31-40 Years,End of Month,5,1 - 10 times,Above Average CallDuration
1294,21,student,single,primary,0,1596,0,0,cellular,26,aug,1,93,2,0,115,21-30 Years,End of Month,8,One times,Below Average CallDuration
1295,44,technician,married,secondary,0,13761,1,0,cellular,29,may,1,-1,0,0,65,41-50 Years,End of Month,5,One times,Below Average CallDuration
1296,31,management,single,secondary,0,1088,1,0,cellular,8,apr,2,-1,0,1,575,31-40 Years,Beginning of Month,4,1 - 10 times,Above Average CallDuration
1297,49,technician,married,tertiary,0,2611,0,0,cellular,20,apr,2,-1,0,1,194,41-50 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
1298,30,services,single,secondary,0,631,1,0,cellular,18,may,1,-1,0,0,98,21-30 Years,Middle of Month,5,One times,Below Average CallDuration
1299,44,blue-collar,married,primary,0,503,1,0,cellular,7,may,2,-1,0,0,629,41-50 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1300,34,admin.,married,secondary,0,21,0,0,cellular,17,apr,1,346,3,0,332,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1301,71,retired,married,secondary,0,2850,0,0,cellular,17,feb,1,-1,0,1,185,>61 Years,Middle of Month,2,One times,Below Average CallDuration
1302,37,technician,single,secondary,0,5436,1,0,cellular,6,may,11,351,1,0,7,31-40 Years,Beginning of Month,5,10 - 20 times,Below Average CallDuration
1303,44,management,married,secondary,0,282,0,0,cellular,9,mar,2,154,3,1,700,41-50 Years,Beginning of Month,3,1 - 10 times,Above Average CallDuration
1304,28,admin.,married,secondary,0,330,0,0,cellular,2,dec,1,188,3,1,357,21-30 Years,Beginning of Month,12,One times,Above Average CallDuration
1305,28,management,single,tertiary,0,-227,1,0,cellular,4,jun,2,-1,0,0,298,21-30 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1306,40,admin.,married,secondary,0,1538,1,0,cellular,30,may,2,-1,0,0,390,31-40 Years,End of Month,5,1 - 10 times,Above Average CallDuration
1307,33,management,married,tertiary,0,2098,0,0,cellular,20,nov,1,-1,0,0,67,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
1308,46,retired,married,secondary,0,119,0,1,cellular,30,jul,2,-1,0,0,85,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1309,42,management,single,tertiary,0,3445,0,0,cellular,19,nov,3,-1,0,0,1662,41-50 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1310,55,technician,married,secondary,0,55,0,1,cellular,28,aug,17,-1,0,0,19,51-60 Years,End of Month,8,10 - 20 times,Below Average CallDuration
1311,36,self-employed,single,tertiary,0,-103,1,1,telephone,17,oct,1,-1,0,1,3253,31-40 Years,Middle of Month,10,One times,Above Average CallDuration
1312,28,services,single,tertiary,0,441,0,0,cellular,8,nov,1,-1,0,0,106,21-30 Years,Beginning of Month,11,One times,Below Average CallDuration
1313,33,technician,married,secondary,0,620,0,0,cellular,14,aug,2,-1,0,0,106,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1314,35,management,divorced,tertiary,0,2885,0,0,cellular,13,aug,3,43,8,1,199,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1315,47,blue-collar,married,secondary,0,-216,1,0,cellular,6,may,1,282,3,0,197,41-50 Years,Beginning of Month,5,One times,Below Average CallDuration
1316,34,management,married,tertiary,0,0,1,0,cellular,7,aug,1,99,2,1,262,31-40 Years,Beginning of Month,8,One times,Below Average CallDuration
1317,39,management,single,tertiary,0,1457,1,0,cellular,20,apr,1,-1,0,0,430,31-40 Years,Middle of Month,4,One times,Above Average CallDuration
1318,53,blue-collar,married,primary,0,5603,0,0,cellular,28,aug,6,-1,0,1,2372,51-60 Years,End of Month,8,1 - 10 times,Above Average CallDuration
1319,27,services,single,secondary,0,44,0,0,cellular,7,sep,1,-1,0,0,11,21-30 Years,Beginning of Month,9,One times,Below Average CallDuration
1320,36,technician,married,secondary,0,632,1,0,cellular,19,aug,2,-1,0,0,306,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1321,51,self-employed,married,tertiary,0,150,0,0,cellular,9,jun,1,-1,0,0,146,51-60 Years,Beginning of Month,6,One times,Below Average CallDuration
1322,30,management,single,secondary,0,0,0,0,cellular,11,aug,5,-1,0,0,101,21-30 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
1323,33,management,single,tertiary,0,3770,0,0,cellular,28,jan,2,-1,0,0,757,31-40 Years,End of Month,1,1 - 10 times,Above Average CallDuration
1324,33,self-employed,single,tertiary,0,61,0,0,cellular,19,aug,3,-1,0,1,836,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
1325,33,self-employed,single,tertiary,0,658,1,0,cellular,21,oct,1,208,1,1,307,31-40 Years,Middle of Month,10,One times,Below Average CallDuration
1326,30,student,single,secondary,0,61,0,1,cellular,5,feb,5,8,2,0,133,21-30 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1327,29,blue-collar,married,secondary,0,87,1,0,cellular,6,jun,3,-1,0,0,1330,21-30 Years,Beginning of Month,6,1 - 10 times,Above Average CallDuration
1328,37,services,married,secondary,0,1776,1,1,cellular,17,apr,1,-1,0,0,224,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1329,49,admin.,divorced,secondary,0,333,1,0,cellular,27,may,3,-1,0,0,36,41-50 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1330,28,management,single,tertiary,0,866,0,0,cellular,23,mar,2,-1,0,1,191,21-30 Years,End of Month,3,1 - 10 times,Below Average CallDuration
1331,56,management,married,tertiary,0,616,0,0,cellular,13,aug,2,105,2,1,293,51-60 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1332,53,housemaid,married,primary,0,1869,0,0,cellular,11,aug,4,-1,0,0,102,51-60 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
1333,36,technician,married,tertiary,0,301,1,0,cellular,7,may,2,-1,0,0,1581,31-40 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1334,43,technician,married,secondary,0,308,1,0,cellular,3,feb,3,264,4,0,137,41-50 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1335,60,admin.,divorced,secondary,0,-41,1,1,cellular,6,feb,1,262,1,1,1658,51-60 Years,Beginning of Month,2,One times,Above Average CallDuration
1336,34,technician,married,secondary,0,159,1,0,cellular,18,oct,1,-1,0,1,252,31-40 Years,Middle of Month,10,One times,Below Average CallDuration
1337,40,self-employed,single,tertiary,0,1616,0,0,telephone,28,jul,7,-1,0,1,1009,31-40 Years,End of Month,7,1 - 10 times,Above Average CallDuration
1338,59,retired,married,primary,0,6,0,0,cellular,7,aug,3,-1,0,0,448,51-60 Years,Beginning of Month,8,1 - 10 times,Above Average CallDuration
1339,34,technician,single,secondary,0,1866,0,0,cellular,8,may,3,185,1,0,134,31-40 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1340,34,blue-collar,married,primary,0,2490,1,0,cellular,19,nov,2,180,1,0,185,31-40 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1341,48,management,married,tertiary,1,0,1,0,cellular,31,jul,4,-1,0,0,281,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1342,29,technician,married,secondary,0,273,0,0,cellular,4,feb,2,-1,0,1,2775,21-30 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
1343,43,entrepreneur,married,tertiary,0,11532,1,0,telephone,25,jul,1,-1,0,0,58,41-50 Years,End of Month,7,One times,Below Average CallDuration
1344,33,services,married,secondary,0,207,1,0,cellular,14,may,4,-1,0,1,629,31-40 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1345,29,services,single,secondary,0,32,1,0,cellular,4,jun,1,-1,0,1,563,21-30 Years,Beginning of Month,6,One times,Above Average CallDuration
1346,33,management,married,tertiary,1,-148,1,1,cellular,19,nov,2,-1,0,0,340,31-40 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1347,77,retired,married,secondary,0,4112,0,0,telephone,26,jan,1,95,2,1,1616,>61 Years,End of Month,1,One times,Above Average CallDuration
1348,40,blue-collar,married,primary,0,1758,1,0,cellular,16,may,3,-1,0,1,1230,31-40 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1349,72,retired,married,tertiary,0,0,0,0,cellular,13,feb,1,-1,0,1,99,>61 Years,Middle of Month,2,One times,Below Average CallDuration
1350,29,blue-collar,single,tertiary,0,455,0,0,telephone,27,may,2,36,1,1,214,21-30 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1351,52,admin.,married,secondary,0,-732,1,1,cellular,28,may,2,-1,0,0,61,51-60 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1352,40,technician,married,secondary,0,2266,0,0,cellular,16,oct,1,147,5,1,447,31-40 Years,Middle of Month,10,One times,Above Average CallDuration
1353,31,services,single,secondary,0,1510,1,0,cellular,13,may,4,176,1,0,72,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1354,43,technician,married,tertiary,0,2643,0,0,telephone,4,may,5,-1,0,1,331,41-50 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1355,70,retired,married,primary,0,2795,0,0,cellular,8,jan,2,-1,0,1,301,>61 Years,Beginning of Month,1,1 - 10 times,Below Average CallDuration
1356,26,admin.,single,tertiary,0,313,0,1,cellular,26,feb,2,-1,0,1,210,21-30 Years,End of Month,2,1 - 10 times,Below Average CallDuration
1357,30,blue-collar,married,primary,0,124,1,0,cellular,28,aug,1,775,2,0,5,21-30 Years,End of Month,8,One times,Below Average CallDuration
1358,32,technician,married,tertiary,0,2976,1,0,cellular,5,feb,1,175,5,1,783,31-40 Years,Beginning of Month,2,One times,Above Average CallDuration
1359,45,admin.,married,secondary,0,5511,0,0,cellular,2,jul,1,-1,0,1,272,41-50 Years,Beginning of Month,7,One times,Below Average CallDuration
1360,43,technician,divorced,secondary,0,4389,0,0,cellular,8,apr,1,-1,0,1,618,41-50 Years,Beginning of Month,4,One times,Above Average CallDuration
1361,61,management,married,tertiary,0,267,0,0,cellular,21,oct,3,184,1,1,192,>61 Years,Middle of Month,10,1 - 10 times,Below Average CallDuration
1362,41,blue-collar,single,secondary,1,1085,1,1,cellular,7,jul,1,-1,0,1,599,41-50 Years,Beginning of Month,7,One times,Above Average CallDuration
1363,56,blue-collar,single,secondary,0,663,0,1,cellular,8,jul,3,-1,0,1,819,51-60 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
1364,43,technician,divorced,secondary,0,1612,0,0,cellular,25,may,2,353,1,1,262,41-50 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1365,31,technician,single,secondary,0,388,0,0,cellular,21,aug,2,-1,0,0,115,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1366,29,technician,married,secondary,0,2326,0,0,cellular,6,mar,1,-1,0,1,195,21-30 Years,Beginning of Month,3,One times,Below Average CallDuration
1367,28,management,single,tertiary,0,390,0,0,cellular,29,sep,1,232,4,1,845,21-30 Years,End of Month,9,One times,Above Average CallDuration
1368,59,retired,divorced,secondary,0,23,0,0,cellular,7,jul,1,-1,0,0,66,51-60 Years,Beginning of Month,7,One times,Below Average CallDuration
1369,32,services,single,secondary,0,2881,0,0,cellular,2,jul,1,-1,0,1,356,31-40 Years,Beginning of Month,7,One times,Above Average CallDuration
1370,19,student,single,secondary,0,329,0,0,cellular,22,oct,2,-1,0,1,252,<=20 Years,End of Month,10,1 - 10 times,Below Average CallDuration
1371,34,management,single,tertiary,0,395,1,0,cellular,16,apr,2,-1,0,0,316,31-40 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
1372,63,retired,married,secondary,0,474,0,0,cellular,25,jan,1,-1,0,1,423,>61 Years,End of Month,1,One times,Above Average CallDuration
1373,37,admin.,divorced,secondary,0,-165,1,0,cellular,3,jun,2,-1,0,0,48,31-40 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1374,30,technician,single,secondary,0,1499,0,0,cellular,26,aug,21,-1,0,0,66,21-30 Years,End of Month,8,20 - 30 times,Below Average CallDuration
1375,56,blue-collar,married,secondary,0,2750,0,0,cellular,11,aug,2,-1,0,0,115,51-60 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
1376,31,management,married,tertiary,0,827,0,0,cellular,20,may,1,-1,0,0,38,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
1377,21,blue-collar,single,secondary,1,-59,1,1,cellular,4,jun,1,-1,0,0,83,21-30 Years,Beginning of Month,6,One times,Below Average CallDuration
1378,46,management,divorced,tertiary,0,624,0,0,cellular,18,mar,1,276,1,1,420,41-50 Years,Middle of Month,3,One times,Above Average CallDuration
1379,37,services,married,secondary,0,2128,0,0,cellular,18,jun,1,-1,0,0,105,31-40 Years,Middle of Month,6,One times,Below Average CallDuration
1380,60,retired,married,secondary,0,938,0,0,cellular,13,jan,3,-1,0,1,380,51-60 Years,Middle of Month,1,1 - 10 times,Above Average CallDuration
1381,49,technician,divorced,secondary,0,57,0,0,cellular,21,aug,3,-1,0,0,396,41-50 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
1382,68,retired,married,secondary,0,1443,0,0,telephone,21,dec,2,257,1,1,2062,>61 Years,Middle of Month,12,1 - 10 times,Above Average CallDuration
1383,39,management,married,tertiary,0,2763,1,0,cellular,2,jun,2,-1,0,1,526,31-40 Years,Beginning of Month,6,1 - 10 times,Above Average CallDuration
1384,36,admin.,married,secondary,0,39,1,0,cellular,7,apr,2,-1,0,0,194,31-40 Years,Beginning of Month,4,1 - 10 times,Below Average CallDuration
1385,31,blue-collar,married,secondary,0,152,1,1,cellular,8,jul,1,-1,0,1,831,31-40 Years,Beginning of Month,7,One times,Above Average CallDuration
1386,58,housemaid,married,primary,0,2387,0,0,cellular,18,jun,2,-1,0,0,55,51-60 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1387,39,admin.,divorced,secondary,0,458,0,0,cellular,21,nov,2,-1,0,0,744,31-40 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1388,36,technician,married,tertiary,0,4596,1,0,cellular,16,apr,2,-1,0,1,901,31-40 Years,Middle of Month,4,1 - 10 times,Above Average CallDuration
1389,39,self-employed,married,secondary,0,656,0,0,cellular,29,jan,3,-1,0,0,309,31-40 Years,End of Month,1,1 - 10 times,Below Average CallDuration
1390,52,blue-collar,married,primary,0,9444,0,0,cellular,7,jul,3,-1,0,0,271,51-60 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
1391,57,entrepreneur,married,secondary,0,975,1,1,cellular,22,jul,4,-1,0,0,236,51-60 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1392,41,admin.,single,secondary,0,812,0,1,cellular,11,jun,4,-1,0,1,583,41-50 Years,Beginning of Month,6,1 - 10 times,Above Average CallDuration
1393,42,management,divorced,tertiary,0,1775,1,0,telephone,5,feb,5,-1,0,0,276,41-50 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1394,24,student,single,secondary,0,382,0,0,cellular,30,apr,2,-1,0,1,567,21-30 Years,End of Month,4,1 - 10 times,Above Average CallDuration
1395,33,management,divorced,tertiary,0,2695,1,0,cellular,12,aug,3,-1,0,0,711,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
1396,31,technician,married,tertiary,0,6562,1,0,cellular,19,aug,2,-1,0,0,118,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1397,46,management,married,tertiary,0,2199,0,0,telephone,27,may,1,-1,0,0,146,41-50 Years,End of Month,5,One times,Below Average CallDuration
1398,44,technician,married,secondary,0,78,1,0,cellular,7,may,1,357,1,0,122,41-50 Years,Beginning of Month,5,One times,Below Average CallDuration
1399,31,services,single,secondary,0,-205,0,0,cellular,1,sep,1,579,1,1,481,31-40 Years,Beginning of Month,9,One times,Above Average CallDuration
1400,43,technician,divorced,secondary,0,773,1,0,cellular,17,apr,2,-1,0,0,398,41-50 Years,Middle of Month,4,1 - 10 times,Above Average CallDuration
1401,45,management,married,tertiary,0,1866,0,0,cellular,11,jun,7,-1,0,0,116,41-50 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1402,77,retired,married,primary,0,1385,0,0,telephone,8,sep,4,-1,0,0,160,>61 Years,Beginning of Month,9,1 - 10 times,Below Average CallDuration
1403,51,blue-collar,married,secondary,0,814,1,0,cellular,14,may,8,-1,0,0,17,51-60 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1404,34,management,single,secondary,0,1534,1,0,cellular,16,apr,1,147,7,0,156,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1405,60,management,divorced,secondary,0,0,1,0,telephone,13,may,4,350,6,0,65,51-60 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1406,29,admin.,single,secondary,0,345,0,0,cellular,11,mar,3,-1,0,0,60,21-30 Years,Beginning of Month,3,1 - 10 times,Below Average CallDuration
1407,47,blue-collar,married,tertiary,0,1707,0,0,cellular,27,aug,7,-1,0,0,71,41-50 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1408,56,technician,married,primary,0,314,1,1,cellular,5,jun,1,-1,0,0,75,51-60 Years,Beginning of Month,6,One times,Below Average CallDuration
1409,59,technician,married,tertiary,0,-91,0,0,cellular,25,jun,1,-1,0,0,157,51-60 Years,End of Month,6,One times,Below Average CallDuration
1410,87,retired,divorced,primary,0,6746,0,0,telephone,21,oct,1,-1,0,1,749,>61 Years,Middle of Month,10,One times,Above Average CallDuration
1411,35,management,married,primary,0,0,1,1,cellular,9,apr,3,-1,0,0,260,31-40 Years,Beginning of Month,4,1 - 10 times,Below Average CallDuration
1412,47,blue-collar,married,primary,0,4227,1,0,cellular,13,may,1,-1,0,1,659,41-50 Years,Middle of Month,5,One times,Above Average CallDuration
1413,31,student,single,secondary,0,376,0,0,cellular,16,nov,1,96,2,0,202,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
